name,popular_times,latitude,longitude,working_hours,city,us_state,rating
East Harbor State Park,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 40, 56, 65, 78, 76, 74, 83, 80, 74, 52, 32, 12, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 40, 49, 49, 56, 58, 49, 41, 30, 32, 21, 20, 9, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 52, 49, 60, 50, 63, 67, 70, 50, 45, 47, 32, 27, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 49, 52, 50, 45, 50, 60, 69, 54, 50, 29, 21, 12, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 30, 40, 54, 61, 69, 65, 60, 56, 54, 50, 45, 29, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 45, 60, 63, 70, 76, 81, 85, 89, 65, 43, 27, 12, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 50, 63, 72, 76, 87, 96, 100, 98, 94, 83, 63, 38, 0, 0]]",41.5446276,-82.8203006,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",Lakeside Marblehead,Ohio,4.6
Water Works Park,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 61, 85, 98, 96, 90, 79, 67, 50, 32, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 34, 41, 46, 47, 48, 47, 42, 34, 24, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 39, 47, 50, 49, 48, 48, 47, 40, 29, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 34, 43, 47, 49, 52, 50, 47, 39, 27, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 33, 44, 48, 49, 51, 52, 51, 45, 34, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 42, 55, 61, 62, 58, 57, 52, 44, 30, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 60, 79, 89, 95, 100, 96, 82, 62, 37, 0, 0, 0, 0, 0]]",41.0209585,-84.036242,"{""Monday"": ""7AM-9:30PM"", ""Tuesday"": ""7AM-9:30PM"", ""Wednesday"": ""7AM-9:30PM"", ""Thursday"": ""7AM-9:30PM"", ""Friday"": ""7AM-9:30PM"", ""Saturday"": ""7AM-9:30PM"", ""Sunday"": ""7AM-9:30PM""}",Ottawa,Ohio,3
Boston Mill Visitor Center,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 68, 75, 75, 65, 75, 88, 75, 50, 22, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 45, 54, 45, 36, 34, 36, 54, 31, 20, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 56, 63, 56, 40, 43, 47, 43, 27, 9, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 34, 36, 40, 40, 45, 59, 65, 52, 27, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 59, 47, 38, 29, 29, 31, 47, 38, 20, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 50, 59, 61, 63, 54, 59, 54, 40, 18, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 70, 81, 77, 61, 77, 95, 100, 56, 25, 0, 0, 0, 0, 0]]",41.262604,-81.5603244,"{""Monday"": ""9:30AM-5PM"", ""Tuesday"": ""9:30AM-5PM"", ""Wednesday"": ""9:30AM-5PM"", ""Thursday"": ""9:30AM-5PM"", ""Friday"": ""9:30AM-5PM"", ""Saturday"": ""9:30AM-5PM"", ""Sunday"": ""9:30AM-5PM""}",Peninsula,Ohio,4.7
Wildlife Woods Park,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 39, 25, 14, 28, 25, 32, 14, 10, 10, 10, 17, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 17, 21, 35, 32, 53, 100, 96, 46, 17, 7, 14, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 25, 10, 7, 7, 14, 21, 46, 25, 28, 39, 71, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 10, 3, 0, 3, 7, 3, 0, 0, 0, 10, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 28, 57, 78, 67, 78, 32, 14, 7, 17, 46, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 75, 89, 46, 32, 25, 42, 39, 53, 35, 32, 35, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 50, 60, 71, 78, 42, 21, 14, 17, 39, 42, 67, 0, 0, 0]]",41.2553839,-81.5371143,"{""Monday"": ""6AM-10PM"", ""Tuesday"": ""6AM-10PM"", ""Wednesday"": ""6AM-10PM"", ""Thursday"": ""6AM-10PM"", ""Friday"": ""6AM-10PM"", ""Saturday"": ""6AM-10PM"", ""Sunday"": ""6AM-10PM""}",Peninsula,Ohio,4.8
Everett Covered Bridge,"[[0, 0, 0, 0, 0, 0, 0, 0, 28, 48, 71, 91, 100, 94, 77, 52, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 14, 24, 36, 49, 52, 45, 38, 25, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 23, 36, 48, 57, 55, 42, 27, 21, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 17, 25, 38, 47, 48, 44, 26, 14, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 17, 33, 49, 58, 55, 42, 27, 14, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 10, 28, 52, 65, 68, 61, 51, 38, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 23, 48, 79, 91, 99, 88, 73, 49, 0, 0, 0, 0, 0, 0, 0, 0]]",41.2041045,-81.5834105,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",Peninsula,Ohio,4.8
Gilboa Quarry,"[[0, 0, 0, 0, 0, 0, 0, 0, 37, 59, 82, 89, 92, 86, 72, 47, 33, 27, 28, 31, 18, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 22, 39, 53, 61, 70, 69, 60, 58, 54, 45, 40, 37, 34, 22, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 9, 26, 41, 53, 61, 70, 59, 44, 34, 28, 33, 38, 37, 31, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 36, 47, 59, 58, 64, 66, 63, 50, 45, 46, 52, 52, 43, 22, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 39, 61, 79, 91, 100, 97, 92, 72, 54, 43, 44, 46, 44, 31, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 39, 50, 68, 73, 75, 80, 80, 77, 70, 67, 68, 64, 62, 45, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 55, 70, 83, 87, 98, 95, 91, 72, 60, 61, 66, 58, 36, 0, 0, 0]]",41.0150495,-83.9338074,,Ottawa,Ohio,4.6
Stadium Park,"[[0, 0, 0, 0, 0, 0, 0, 0, 5, 13, 33, 25, 35, 35, 39, 39, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 5, 11, 29, 49, 41, 25, 17, 29, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 17, 17, 15, 25, 64, 82, 90, 45, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 23, 27, 29, 39, 43, 41, 27, 11, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 13, 27, 21, 33, 23, 25, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 19, 39, 35, 29, 35, 21, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 13, 37, 86, 98, 100, 86, 74, 41, 0, 0, 0, 0, 0, 0, 0, 0]]",40.8548735,-84.341716,"{""Monday"": ""6AM-9PM"", ""Tuesday"": ""6AM-9PM"", ""Wednesday"": ""6AM-9PM"", ""Thursday"": ""6AM-9PM"", ""Friday"": ""6AM-9PM"", ""Saturday"": ""6AM-9PM"", ""Sunday"": ""6AM-9PM""}",Delphos,Ohio,4.5
Willard Marsh Wilderness Area - Parking Area #3,"[[0, 0, 0, 0, 0, 0, 0, 26, 50, 66, 68, 58, 46, 39, 35, 37, 39, 36, 25, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 36, 55, 61, 53, 50, 53, 56, 58, 53, 49, 54, 74, 90, 87, 65, 38, 19, 0, 0], [0, 0, 0, 0, 0, 39, 65, 77, 70, 62, 60, 58, 54, 47, 45, 55, 77, 94, 89, 68, 45, 25, 0, 0], [0, 0, 0, 0, 0, 33, 53, 59, 54, 47, 46, 49, 50, 50, 48, 61, 82, 100, 96, 72, 43, 20, 0, 0], [0, 0, 0, 0, 0, 38, 59, 64, 55, 52, 55, 55, 49, 44, 43, 52, 70, 81, 73, 52, 29, 15, 0, 0], [0, 0, 0, 0, 0, 33, 55, 65, 59, 52, 52, 50, 52, 46, 43, 47, 51, 51, 41, 28, 17, 8, 0, 0], [0, 0, 0, 0, 0, 0, 0, 55, 76, 85, 82, 73, 58, 47, 39, 37, 34, 28, 20, 0, 0, 0, 0, 0]]",41.0137744,-82.7806472,,Willard,Ohio,
Peninsula Village Historic District,"[[16, 8, 8, 20, 24, 32, 20, 16, 24, 32, 44, 52, 24, 8, 4, 12, 28, 40, 24, 32, 16, 28, 24, 32], [16, 12, 12, 16, 20, 8, 8, 8, 24, 32, 60, 72, 64, 44, 40, 48, 52, 44, 48, 36, 24, 28, 36, 28], [16, 16, 16, 20, 0, 0, 0, 4, 0, 8, 16, 20, 40, 48, 60, 44, 40, 32, 44, 32, 20, 8, 16, 24], [12, 4, 0, 0, 8, 16, 36, 52, 36, 24, 24, 60, 44, 44, 40, 40, 44, 28, 40, 24, 12, 4, 8, 20], [16, 24, 12, 16, 40, 40, 24, 20, 20, 40, 68, 68, 56, 28, 32, 56, 76, 84, 76, 68, 56, 52, 20, 8], [4, 12, 28, 28, 0, 0, 4, 4, 20, 40, 56, 64, 76, 76, 68, 72, 60, 96, 84, 100, 92, 56, 36, 24], [12, 8, 12, 4, 16, 20, 32, 20, 20, 32, 20, 24, 28, 28, 24, 20, 28, 48, 68, 72, 60, 64, 52, 44]]",41.2417727,-81.5546259,,Peninsula,Ohio,4.2
Miller City Lake,"[[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 63, 70, 66, 59, 60, 62, 64, 56, 40, 22, 10, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 34, 35, 29, 13, 6, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 26, 26, 25, 27, 41, 55, 70, 64, 55, 37, 16, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 36, 40, 35, 31, 42, 60, 74, 70, 54, 29, 14, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 30, 30, 30, 33, 45, 63, 74, 70, 55, 31, 16, 4], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 36, 46, 45, 49, 58, 80, 90, 86, 62, 39, 22, 14], [11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 62, 70, 70, 69, 83, 94, 100, 89, 72, 48, 25, 11]]",41.1008818,-84.1367873,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""Closed"", ""Friday"": ""Closed"", ""Saturday"": ""Closed"", ""Sunday"": ""Open 24 hours""}",Leipsic,Ohio,5
Keefer St Park,,41.0606447,-82.7264441,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",Willard,Ohio,3.3
Willard city reservoir,,41.0617,-82.6674,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",Willard,Ohio,5
Willard Depot,,41.0526753,-82.7337047,,Willard,Ohio,5
Erinwood Farms,,41.0625938,-82.753663,,Willard,Ohio,5
Willard Marsh Wilderness Area - Parking Area #2,,41.0110381,-82.7804004,,Willard,Ohio,
Holiday Lakes East,,41.0905587,-82.7293428,"{""Monday"": ""6AM-10PM"", ""Tuesday"": ""6AM-10PM"", ""Wednesday"": ""6AM-10PM"", ""Thursday"": ""6AM-10PM"", ""Friday"": ""6AM-10PM"", ""Saturday"": ""6AM-10PM"", ""Sunday"": ""6AM-10PM""}",Willard,Ohio,4.4
Uncle Dudley's Restaurant,,41.0572735,-82.7247386,"{""Monday"": ""Closed"", ""Tuesday"": ""7AM-7PM"", ""Wednesday"": ""7AM-7PM"", ""Thursday"": ""7AM-7PM"", ""Friday"": ""7AM-7PM"", ""Saturday"": ""7AM-7PM"", ""Sunday"": ""8AM-2PM""}",Willard,Ohio,4.6
Natural Falls State Park,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 5, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 5, 6, 7, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 7, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 6, 6, 6, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 4, 3, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 26, 55, 81, 94, 100, 99, 99, 96, 85, 62, 0, 0, 0, 0, 0, 0, 0]]",36.1733349,-94.6682565,,Colcord,Oklahoma,4.6
Breckenridge cross,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 52, 54, 55, 62, 69, 63, 46, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 92, 100, 95, 93, 97, 92, 64, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 83, 70, 76, 97, 96, 80, 61, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 92, 96, 90, 87, 97, 97, 62, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 71, 78, 70, 54, 50, 55, 42, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",36.4341486,-97.730412,,Enid,Oklahoma,
Turner Falls Park,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 100, 41, 33, 66, 91, 91, 66, 33, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 33, 41, 91, 91, 41, 33, 50, 16, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 50, 58, 66, 66, 58, 41, 33, 16, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 91, 83, 50, 25, 25, 50, 41, 16, 0, 0, 0, 0, 0, 0]]",34.4320668,-97.1459852,,Davis,Oklahoma,4.3
Douglas Park,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 100, 100, 88, 77, 56, 52, 47, 47, 27, 13, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 15, 27, 38, 27, 22, 13, 9, 11, 6, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 52, 61, 52, 52, 40, 29, 20, 18, 22, 15, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 27, 22, 18, 27, 38, 36, 31, 20, 11, 2, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 27, 20, 29, 34, 38, 31, 31, 13, 15, 22, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 65, 65, 63, 52, 59, 47, 27, 20, 6, 4, 0, 0]]",35.5185257,-97.522063,"{""Monday"": ""5AM-11PM"", ""Tuesday"": ""5AM-11PM"", ""Wednesday"": ""5AM-11PM"", ""Thursday"": ""5AM-11PM"", ""Friday"": ""5AM-11PM"", ""Saturday"": ""5AM-11PM"", ""Sunday"": ""5AM-11PM""}",Oklahoma City,Oklahoma,4.5
Crystal Bridge Tropical Conservatory,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 100, 81, 63, 27, 9, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 63, 27, 9, 9, 18, 36, 18, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 9, 36, 81, 63, 45, 36, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 45, 18, 0, 9, 27, 9, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 9, 9, 27, 54, 36, 27, 18, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 27, 54, 27, 18, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 90, 81, 100, 45, 36, 27, 0, 0, 0, 0, 0, 0]]",35.4650745,-97.5179686,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""11AM-5PM""}",Oklahoma City,Oklahoma,4.7
"""Pioneer"" Memorial Park",,36.2799648,-97.8986747,,Waukomis,Oklahoma,5
Waukomis Cross,,36.275045,-97.8904699,,Waukomis,Oklahoma,
The Andy Warhol Museum,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 36, 68, 100, 89, 73, 47, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 42, 57, 78, 89, 78, 47, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 52, 21, 5, 5, 21, 42, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 94, 89, 84, 78, 36, 15, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 47, 57, 78, 78, 89, 68, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",40.4483755,-80.0024907,"{""Monday"": ""10AM-5PM"", ""Tuesday"": ""Closed"", ""Wednesday"": ""10AM-5PM"", ""Thursday"": ""10AM-5PM"", ""Friday"": ""10AM-10PM"", ""Saturday"": ""10AM-5PM"", ""Sunday"": ""10AM-5PM""}",Pittsburgh,Pennsylvania,4.6
Schenley Park,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 54, 36, 27, 18, 18, 27, 9, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 45, 45, 81, 72, 72, 54, 54, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 9, 36, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 36, 90, 90, 90, 72, 81, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 36, 36, 27, 45, 27, 9, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",40.4350634,-79.9417467,,Pittsburgh,Pennsylvania,4.7
Point of View,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 40, 60, 74, 67, 45, 23, 10, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 42, 61, 100, 80, 34, 23, 29, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 29, 30, 39, 47, 53, 57, 56, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 38, 61, 70, 50, 38, 43, 54, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 40, 34, 67, 93, 45, 32, 41, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",40.4392746,-80.0213101,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",Pittsburgh,Pennsylvania,4.8
Pittsburgh Zoo & Aquarium,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 36, 64, 83, 97, 100, 97, 84, 71, 51, 27, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 27, 43, 67, 84, 90, 79, 71, 57, 45, 21, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 24, 44, 57, 63, 70, 68, 63, 60, 47, 30, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 30, 47, 54, 65, 68, 75, 76, 68, 53, 31, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 40, 50, 66, 82, 93, 87, 76, 66, 51, 30, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 69, 79, 64, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",40.4842648,-79.922206,"{""Monday"": ""9:30AM-5:30PM"", ""Tuesday"": ""9:30AM-5:30PM"", ""Wednesday"": ""9:30AM-5:30PM"", ""Thursday"": ""9:30AM-5:30PM"", ""Friday"": ""9:30AM-5:30PM"", ""Saturday"": ""9:30AM-5:30PM"", ""Sunday"": ""9:30AM-5:30PM""}",Pittsburgh,Pennsylvania,4.5
Carnegie Museum of Art,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 7, 7, 0, 14, 21, 28, 35, 42, 42, 50, 42, 35, 28, 14, 7, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 78, 100, 57, 14, 14, 28, 28, 14, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 7, 7, 0, 21, 35, 35, 42, 35, 35, 35, 35, 28, 28, 21, 14, 7, 7, 0], [0, 0, 0, 0, 0, 0, 0, 0, 14, 35, 42, 35, 28, 42, 42, 35, 28, 14, 0, 14, 21, 14, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",40.4437052,-79.9489727,"{""Monday"": ""10AM-5PM"", ""Tuesday"": ""Closed"", ""Wednesday"": ""10AM-5PM"", ""Thursday"": ""10AM-8PM"", ""Friday"": ""10AM-5PM"", ""Saturday"": ""10AM-5PM"", ""Sunday"": ""10AM-5PM""}",Pittsburgh,Pennsylvania,4.7
