name,latitude,longitude,city,us_state,rating,rating_category,rating_scaled,Monday_00,Monday_01,Monday_02,Monday_03,Monday_04,Monday_05,Monday_06,Monday_07,Monday_08,Monday_09,Monday_10,Monday_11,Monday_12,Monday_13,Monday_14,Monday_15,Monday_16,Monday_17,Monday_18,Monday_19,Monday_20,Monday_21,Monday_22,Monday_23,Tuesday_00,Tuesday_01,Tuesday_02,Tuesday_03,Tuesday_04,Tuesday_05,Tuesday_06,Tuesday_07,Tuesday_08,Tuesday_09,Tuesday_10,Tuesday_11,Tuesday_12,Tuesday_13,Tuesday_14,Tuesday_15,Tuesday_16,Tuesday_17,Tuesday_18,Tuesday_19,Tuesday_20,Tuesday_21,Tuesday_22,Tuesday_23,Wednesday_00,Wednesday_01,Wednesday_02,Wednesday_03,Wednesday_04,Wednesday_05,Wednesday_06,Wednesday_07,Wednesday_08,Wednesday_09,Wednesday_10,Wednesday_11,Wednesday_12,Wednesday_13,Wednesday_14,Wednesday_15,Wednesday_16,Wednesday_17,Wednesday_18,Wednesday_19,Wednesday_20,Wednesday_21,Wednesday_22,Wednesday_23,Thursday_00,Thursday_01,Thursday_02,Thursday_03,Thursday_04,Thursday_05,Thursday_06,Thursday_07,Thursday_08,Thursday_09,Thursday_10,Thursday_11,Thursday_12,Thursday_13,Thursday_14,Thursday_15,Thursday_16,Thursday_17,Thursday_18,Thursday_19,Thursday_20,Thursday_21,Thursday_22,Thursday_23,Friday_00,Friday_01,Friday_02,Friday_03,Friday_04,Friday_05,Friday_06,Friday_07,Friday_08,Friday_09,Friday_10,Friday_11,Friday_12,Friday_13,Friday_14,Friday_15,Friday_16,Friday_17,Friday_18,Friday_19,Friday_20,Friday_21,Friday_22,Friday_23,Saturday_00,Saturday_01,Saturday_02,Saturday_03,Saturday_04,Saturday_05,Saturday_06,Saturday_07,Saturday_08,Saturday_09,Saturday_10,Saturday_11,Saturday_12,Saturday_13,Saturday_14,Saturday_15,Saturday_16,Saturday_17,Saturday_18,Saturday_19,Saturday_20,Saturday_21,Saturday_22,Saturday_23,Sunday_00,Sunday_01,Sunday_02,Sunday_03,Sunday_04,Sunday_05,Sunday_06,Sunday_07,Sunday_08,Sunday_09,Sunday_10,Sunday_11,Sunday_12,Sunday_13,Sunday_14,Sunday_15,Sunday_16,Sunday_17,Sunday_18,Sunday_19,Sunday_20,Sunday_21,Sunday_22,Sunday_23,parsed_hours,popular_hours,parsed_features,popular_features,calculated_working_hours,weekday_hours,weekend_hours,is_weekend_open,Monday_00_category,Monday_01_category,Monday_02_category,Monday_03_category,Monday_04_category,Monday_05_category,Monday_06_category,Monday_07_category,Monday_08_category,Monday_09_category,Monday_10_category,Monday_11_category,Monday_12_category,Monday_13_category,Monday_14_category,Monday_15_category,Monday_16_category,Monday_17_category,Monday_18_category,Monday_19_category,Monday_20_category,Monday_21_category,Monday_22_category,Monday_23_category,Tuesday_00_category,Tuesday_01_category,Tuesday_02_category,Tuesday_03_category,Tuesday_04_category,Tuesday_05_category,Tuesday_06_category,Tuesday_07_category,Tuesday_08_category,Tuesday_09_category,Tuesday_10_category,Tuesday_11_category,Tuesday_12_category,Tuesday_13_category,Tuesday_14_category,Tuesday_15_category,Tuesday_16_category,Tuesday_17_category,Tuesday_18_category,Tuesday_19_category,Tuesday_20_category,Tuesday_21_category,Tuesday_22_category,Tuesday_23_category,Wednesday_00_category,Wednesday_01_category,Wednesday_02_category,Wednesday_03_category,Wednesday_04_category,Wednesday_05_category,Wednesday_06_category,Wednesday_07_category,Wednesday_08_category,Wednesday_09_category,Wednesday_10_category,Wednesday_11_category,Wednesday_12_category,Wednesday_13_category,Wednesday_14_category,Wednesday_15_category,Wednesday_16_category,Wednesday_17_category,Wednesday_18_category,Wednesday_19_category,Wednesday_20_category,Wednesday_21_category,Wednesday_22_category,Wednesday_23_category,Thursday_00_category,Thursday_01_category,Thursday_02_category,Thursday_03_category,Thursday_04_category,Thursday_05_category,Thursday_06_category,Thursday_07_category,Thursday_08_category,Thursday_09_category,Thursday_10_category,Thursday_11_category,Thursday_12_category,Thursday_13_category,Thursday_14_category,Thursday_15_category,Thursday_16_category,Thursday_17_category,Thursday_18_category,Thursday_19_category,Thursday_20_category,Thursday_21_category,Thursday_22_category,Thursday_23_category,Friday_00_category,Friday_01_category,Friday_02_category,Friday_03_category,Friday_04_category,Friday_05_category,Friday_06_category,Friday_07_category,Friday_08_category,Friday_09_category,Friday_10_category,Friday_11_category,Friday_12_category,Friday_13_category,Friday_14_category,Friday_15_category,Friday_16_category,Friday_17_category,Friday_18_category,Friday_19_category,Friday_20_category,Friday_21_category,Friday_22_category,Friday_23_category,Saturday_00_category,Saturday_01_category,Saturday_02_category,Saturday_03_category,Saturday_04_category,Saturday_05_category,Saturday_06_category,Saturday_07_category,Saturday_08_category,Saturday_09_category,Saturday_10_category,Saturday_11_category,Saturday_12_category,Saturday_13_category,Saturday_14_category,Saturday_15_category,Saturday_16_category,Saturday_17_category,Saturday_18_category,Saturday_19_category,Saturday_20_category,Saturday_21_category,Saturday_22_category,Saturday_23_category,Sunday_00_category,Sunday_01_category,Sunday_02_category,Sunday_03_category,Sunday_04_category,Sunday_05_category,Sunday_06_category,Sunday_07_category,Sunday_08_category,Sunday_09_category,Sunday_10_category,Sunday_11_category,Sunday_12_category,Sunday_13_category,Sunday_14_category,Sunday_15_category,Sunday_16_category,Sunday_17_category,Sunday_18_category,Sunday_19_category,Sunday_20_category,Sunday_21_category,Sunday_22_category,Sunday_23_category,predicted_popularity,nearest_neighbors,predicted_rating_category
Pine Lake State Park,42.372592,-93.076571,Eldora,Iowa,4.5,Medium,4.5,0,0,0,0,0,0,0,0,0,94,73,47,15,5,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,47,73,78,73,42,57,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,36,26,42,89,78,68,89,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,31,21,21,31,47,89,100,63,52,21,10,0,0,0,0,0,0,0,0,0,0,0,0,42,94,63,63,21,10,5,15,21,10,10,15,0,0,0,0,0,0,0,0,0,0,0,0,31,73,57,68,68,36,31,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,78,68,94,42,21,0,5,26,0,0,0,0,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(9, 18), (9, 18), (9, 18), (9, 21), (9, 21), (9, 18), (9, 18)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 18, 9, 18, 9, 18, 9, 21, 9, 21, 9, 18, 9, 18]",:9-18:9-18:9-18:9-21:9-21:9-18:9-18,5,1,TRUE,low,low,low,low,low,low,low,low,low,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,medium,high,high,medium,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,medium,high,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,medium,high,medium,low,low,low,low,low,low,low,low,low,low,,"Gunderson Nature Park:65.72km, Eldora Welcome Center & Railroad Museum:82.84km, Rock-N-Row Adventures Iowa River Tubing:90.35km, Hardin County Farm Museum:106.39km, Twister Park North Ball Diamond:111.92km",Medium
Hardin County Farm Museum,42.372914,-93.099171,Eldora,Iowa,4.8,High,4.8,0,0,0,0,0,8,13,17,0,32,44,0,48,0,0,0,0,61,33,0,0,0,0,0,0,0,0,0,0,7,17,27,0,45,48,0,41,0,0,0,0,100,76,0,0,0,0,0,0,0,0,0,0,45,23,7,0,25,32,0,29,0,0,0,0,51,22,0,0,0,0,0,0,0,0,0,0,35,25,10,0,11,29,0,42,0,0,0,0,82,48,0,0,0,0,0,0,0,0,0,0,57,33,7,0,14,16,0,17,0,0,0,0,23,8,0,0,0,0,0,0,0,0,0,0,0,17,82,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[],"[(5, 19), (5, 19), (5, 19), (5, 19), (5, 19), (6, 9), (9, 11)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 19, 5, 19, 5, 19, 5, 19, 5, 19, 6, 9, 9, 11]",:5-19:5-19:5-19:5-19:5-19:6-9:9-11,5,1,TRUE,low,low,low,low,low,low,low,low,low,low,medium,low,medium,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,medium,low,low,low,low,high,high,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,high,medium,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,"River’S Edge Trail:65.56km, Gunderson Nature Park:67.23km, Memorial To Eldora Pioneers Historical Marker:80.36km, Twister Park North Ball Diamond:93.94km, Dorothy'S Diamond:97.05km",High
Horseshoe Bluff Wetlands Pond,42.460032,-90.632154,Dubuque,Iowa,5,High,5,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,20,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,35,52,55,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,11,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,48,53,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,100,78,0,0,0,0,0,0,0,0,0,0,0,0,[],"[(8, 13), (8, 13), (8, 13), (8, 13), (8, 13), (None, None), (9, 12)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 13, 8, 13, 8, 13, 8, 13, 8, 13, 0, 0, 9, 12]",:8-13:8-13:8-13:8-13:8-13::9-12,5,0,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,high,low,low,low,low,low,low,low,low,low,low,low,low,,"Horseshoe Bluff Lookout:36.22km, Eb Lyons Interpretive Center:149.88km, Eb Lyons Cardinal Terminus:153.04km, Americas State Tree Woodland Walk, Mines Of Spain Recreation Area:159.30km, Crystal Lake Cave:174.68km",High
William M. Black,42.495262,-90.662463,Dubuque,Iowa,4.9,High,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,33,33,44,50,22,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,5,0,5,11,16,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,22,33,38,66,50,55,38,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,44,38,55,55,44,72,66,100,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,61,44,50,33,44,38,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,11,11,33,33,27,27,0,0,0,0,0,0,0,[],"[(None, None), (8, 18), (8, 18), (8, 18), (8, 18), (9, 17), (9, 17)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 8, 18, 8, 18, 8, 18, 8, 18, 9, 17, 9, 17]",::8-18:8-18:8-18:8-18:9-17:9-17,4,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,medium,medium,medium,high,medium,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,"Dubuque Shot Tower:50.25km, Eb Lyons Cardinal Terminus:204.06km, Americas State Tree Woodland Walk, Mines Of Spain Recreation Area:225.92km, Eb Lyons Interpretive Center:226.15km, Horseshoe Bluff Lookout:231.41km",High
Eb Lyons Cardinal Terminus,42.463265,-90.664418,Dubuque,Iowa,4.5,Medium,4.5,0,0,0,0,0,0,0,0,0,36,27,36,81,54,63,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,54,81,63,54,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,90,90,36,18,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,36,81,63,90,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,18,27,36,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,72,45,63,54,72,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,27,54,90,72,27,0,0,0,0,0,0,0,0,[],"[(9, 16), (9, 16), (9, 16), (9, 16), (10, 16), (9, 16), (9, 16)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 16, 9, 16, 9, 16, 9, 16, 10, 16, 9, 16, 9, 16]",:9-16:9-16:9-16:9-16:10-16:9-16:9-16,5,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,medium,high,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,medium,medium,medium,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,low,low,low,low,low,low,low,low,low,,"Eb Lyons Interpretive Center:22.24km, Americas State Tree Woodland Walk, Mines Of Spain Recreation Area:22.76km, Horseshoe Bluff Lookout:124.23km, Horseshoe Bluff Wetlands Pond:153.04km, William M. Black:204.06km",Medium
Swiss Valley Nature Preserve And Nature Center,42.423353,-90.758268,Peosta,Iowa,4.8,High,4.8,0,0,0,0,0,0,0,0,0,6,12,33,24,33,18,24,21,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,6,12,27,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,21,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,27,15,15,21,9,3,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,45,96,90,100,60,45,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,18,39,93,78,100,81,57,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,36,27,30,48,24,12,0,6,0,0,0,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(9, 19), (9, 16), (12, 17), (9, 21), (12, 21), (10, 19), (9, 19)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 19, 9, 16, 12, 17, 9, 21, 12, 21, 10, 19, 9, 19]",:9-19:9-16:12-17:9-21:12-21:10-19:9-19,5,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,high,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,,"Americas State Tree Woodland Walk, Mines Of Spain Recreation Area:492.15km, Eb Lyons Interpretive Center:500.14km, Eb Lyons Cardinal Terminus:509.26km, Horseshoe Bluff Lookout:621.26km, Horseshoe Bluff Wetlands Pond:637.32km",High
World'S Largest Strawberry,42.682704,-91.534653,Strawberry point,Iowa,4.6,High,4.6,0,0,0,0,0,0,0,58,88,100,83,63,55,55,47,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,86,75,44,36,27,30,47,58,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,91,100,94,77,75,66,55,44,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,61,50,50,50,47,55,55,55,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,30,44,44,52,33,27,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,44,58,47,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,25,11,2,0,0,0,0,0,0,0,0,0,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(7, 17), (7, 17), (7, 17), (7, 17), (7, 17), (9, 14), (9, 13)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 17, 7, 17, 7, 17, 7, 17, 7, 17, 9, 14, 9, 13]",:7-17:7-17:7-17:7-17:7-17:9-14:9-13,5,1,TRUE,low,low,low,low,low,low,low,medium,high,high,high,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,medium,low,low,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,high,high,high,high,high,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,"Backbone State Park:521.15km, Brush Creek Canyon State Preserve:912.13km, Pikes Peak State Park:2634.07km, Dubuque County- Epworth, Iowa Freedom Rock:3230.47km, Whitewater Canyon Wildlife Management Area:3860.44km",High
"Dubuque County- Epworth, Iowa Freedom Rock",42.440658,-90.929725,Epworth,Iowa,4.7,High,4.7,0,0,0,0,0,0,0,0,52,47,38,36,52,55,63,63,63,58,41,22,0,0,0,0,0,0,0,0,0,0,0,0,50,36,36,38,52,55,61,72,66,63,50,41,0,0,0,0,0,0,0,0,0,0,0,0,38,38,55,66,72,61,75,97,100,86,52,30,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,44,83,83,80,83,83,80,61,33,0,0,0,0,0,0,0,0,0,0,0,0,38,27,30,36,72,86,80,83,66,44,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,11,13,11,25,55,72,77,52,30,0,0,0,0,0,0,0,0,0,0,0,0,0,27,25,44,38,44,16,8,0,2,8,0,0,0,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(8, 20), (8, 20), (8, 20), (8, 20), (8, 20), (9, 20), (9, 19)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 20, 8, 20, 8, 20, 8, 20, 8, 20, 9, 20, 9, 19]",:8-20:8-20:8-20:8-20:8-20:9-20:9-19,5,1,TRUE,low,low,low,low,low,low,low,low,medium,medium,low,low,medium,medium,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,medium,medium,medium,high,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,high,medium,high,high,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,high,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,high,high,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,medium,low,low,low,low,low,low,low,low,low,low,,"Swiss Valley Nature Preserve And Nature Center:813.75km, Coes:933.57km, Whitewater Canyon Wildlife Management Area:947.96km, Whitewater Canyon:952.11km, Bowstring Wildlife Area:1108.82km",High
Coes,42.31346,-90.831239,Bernard,Iowa,4.8,High,4.8,0,0,0,0,0,0,0,0,6,16,32,25,32,39,39,44,39,32,13,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,23,46,60,79,74,76,51,34,11,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,51,51,51,51,58,76,79,58,30,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,32,46,51,67,76,93,100,79,37,0,0,0,0,0,0,0,0,0,0,0,0,0,30,60,79,60,51,51,65,60,55,32,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,44,51,44,41,41,53,62,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,41,55,39,46,39,41,0,0,0,0,0,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(8, 19), (8, 19), (8, 19), (8, 19), (8, 19), (9, 18), (9, 17)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 19, 8, 19, 8, 19, 8, 19, 8, 19, 9, 18, 9, 17]",:8-19:8-19:8-19:8-19:8-19:9-18:9-17,5,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,high,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,medium,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,high,high,high,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,medium,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,medium,low,medium,low,low,low,low,low,low,low,,"Bowstring Wildlife Area:244.31km, Whitewater Canyon:300.45km, Lytle Unit National Wildlife Refuge:321.81km, Whitewater Canyon Wildlife Management Area:373.48km, Pear Street Pavilion:553.48km",High
"Americas State Tree Woodland Walk, Mines Of Spain Recreation Area",42.4599,-90.666046,Dubuque,Iowa,4.8,High,4.8,0,0,0,0,0,0,0,83,100,72,88,55,33,27,27,38,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,33,38,27,27,16,33,50,72,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,77,100,83,61,50,38,16,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,55,66,61,72,33,16,22,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,61,66,72,61,22,11,11,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,16,27,27,44,27,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,61,83,88,44,0,0,0,0,0,0,0,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(7, 17), (7, 17), (7, 17), (7, 17), (7, 17), (7, 16), (9, 15)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 17, 7, 17, 7, 17, 7, 17, 7, 17, 7, 16, 9, 15]",:7-17:7-17:7-17:7-17:7-17:7-16:9-15,5,1,TRUE,low,low,low,low,low,low,low,high,high,high,high,medium,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,medium,low,low,low,low,low,low,low,low,low,,"Eb Lyons Interpretive Center:9.45km, Eb Lyons Cardinal Terminus:22.76km, Horseshoe Bluff Lookout:134.10km, Horseshoe Bluff Wetlands Pond:159.30km, William M. Black:225.92km",High
